species1,species2,phi_coefficient,p_value,significant
未知UN ,棕熊 Ursus arctos,0.043082730520436346,0.7146866428496104,False
未知UN ,沼泽山雀 Poecile palustris,0.27993192950341206,0.017534635714686497,True
未知UN ,灰头绿啄木鸟 Picus canus,0.27993192950341206,0.017534635714686497,True
未知UN ,灰背鸫 Turdus hortulorum,0.1815371544314341,0.12346438319682618,False
未知UN ,狍 Capreolus pygargus,0.0,1.0,False
未知UN ,白眉地鸫 Geokichla sibirica,0.5566502463054187,2.3200938306100483e-06,True
未知UN ,白腹鸫 Turdus pallidus,0.2073870882883376,0.0784522739799497,False
未知UN ,紫貂 Martes zibellina,-0.18002390876273094,0.12662342948273042,False
未知UN ,红胁蓝尾鸲 Tarsiger cyanurus,0.27993192950341206,0.017534635714686497,True
未知UN ,花尾榛鸡 Tetrastes bonasia,0.22540915960300847,0.05579157471070739,False
未知UN ,虎斑地鸫 Zoothera aurea,0.28365431446558775,0.016089161747640746,True
未知UN ,野猪 Sus scrofa,-0.0038346839658001653,0.9740427154448601,False
未知UN ,马鹿 Cervus elaphus,-0.09361243255662009,0.42700460634581205,False
未知UN ,黄喉貂 Martes flavigula,0.03554176118466,0.7629708501775656,False
未知UN ,黄鼬 Mustela sibirica,0.07018624063435965,0.5514758871367825,False
未知UN ,黑熊 Ursus thibetanus,-0.006433962130157785,0.9564619356481422,False
松鸦 Garrulus glandarius,松鼠 Sciurus vulgaris,0.12699303974177933,0.2812249485360866,False
松鸦 Garrulus glandarius,棕熊 Ursus arctos,-0.08881370860980516,0.45108385387047023,False
松鸦 Garrulus glandarius,沼泽山雀 Poecile palustris,0.024433888871261047,0.8357533786935177,False
松鸦 Garrulus glandarius,灰头绿啄木鸟 Picus canus,0.24433888871261047,0.03814583625955292,True
松鸦 Garrulus glandarius,灰背鸫 Turdus hortulorum,-0.00863224468409811,0.9416095462914744,False
松鸦 Garrulus glandarius,狍 Capreolus pygargus,0.0,1.0,False
松鸦 Garrulus glandarius,环颈雉 Phasianus colchicus,0.02818579300831268,0.8109781184468124,False
松鸦 Garrulus glandarius,白眉地鸫 Geokichla sibirica,0.08631766282897237,0.46390636299002785,False
松鸦 Garrulus glandarius,白背啄木鸟 Dendrocopos leucotos,0.13438638879193576,0.2541587049867907,False
松鸦 Garrulus glandarius,白腹鸫 Turdus pallidus,-0.013483997249264842,0.9089084189702145,False
松鸦 Garrulus glandarius,紫貂 Martes zibellina,0.022941573387056175,0.845654661408584,False
松鸦 Garrulus glandarius,红胁蓝尾鸲 Tarsiger cyanurus,0.13438638879193576,0.2541587049867907,False
松鸦 Garrulus glandarius,花尾榛鸡 Tetrastes bonasia,0.18898223650461363,0.108809430040546,False
松鸦 Garrulus glandarius,苍鹰 Accipiter gentilis,0.06905795747278488,0.5578915084825034,False
松鸦 Garrulus glandarius,虎斑地鸫 Zoothera aurea,0.12909944487358058,0.27332167829229814,False
松鸦 Garrulus glandarius,豹猫 Prionailurus bengalensis,-0.054929421800255146,0.6411499358637565,False
松鸦 Garrulus glandarius,貉 Nyctereutes procyonoides,0.10482848367219183,0.3737348637126465,False
松鸦 Garrulus glandarius,野猪 Sus scrofa,0.08551861104941366,0.46805368129761127,False
松鸦 Garrulus glandarius,长尾林鸮 Strix uralensis,0.2091650066335189,0.07592696298255786,False
松鸦 Garrulus glandarius,马鹿 Cervus elaphus,0.022941573387056175,0.845654661408584,False
松鸦 Garrulus glandarius,黄喉貂 Martes flavigula,-0.013321497260575911,0.9100014968621728,False
松鸦 Garrulus glandarius,黄鼬 Mustela sibirica,0.0,1.0,False
松鸦 Garrulus glandarius,黑熊 Ursus thibetanus,0.020498001542269696,0.8619194452813224,False
松鼠 Sciurus vulgaris,棕熊 Ursus arctos,-0.009650244130138862,0.9347381334010685,False
松鼠 Sciurus vulgaris,沼泽山雀 Poecile palustris,-0.11681633206491382,0.3215784368082779,False
松鼠 Sciurus vulgaris,灰头绿啄木鸟 Picus canus,0.14602041508114227,0.2153364960116525,False
松鼠 Sciurus vulgaris,灰背鸫 Turdus hortulorum,0.13412757551971435,0.25507446182635607,False
松鼠 Sciurus vulgaris,狍 Capreolus pygargus,0.0,1.0,False
松鼠 Sciurus vulgaris,环颈雉 Phasianus colchicus,-0.05895481581554712,0.6169003226740972,False
松鼠 Sciurus vulgaris,白眉地鸫 Geokichla sibirica,0.1782015874524806,0.13051081308109547,False
松鼠 Sciurus vulgaris,白背啄木鸟 Dendrocopos leucotos,0.14602041508114227,0.2153364960116525,False
松鼠 Sciurus vulgaris,白腹鸫 Turdus pallidus,0.2820380374088831,0.016703403847161513,True
松鼠 Sciurus vulgaris,紫貂 Martes zibellina,0.05484084971070818,0.6416879650818696,False
松鼠 Sciurus vulgaris,红胁蓝尾鸲 Tarsiger cyanurus,0.014602041508114227,0.9013925282534971,False
松鼠 Sciurus vulgaris,花尾榛鸡 Tetrastes bonasia,0.18070158058105026,0.12520102961031487,False
松鼠 Sciurus vulgaris,苍鹰 Accipiter gentilis,-0.23730263361180232,0.04405368822031841,True
松鼠 Sciurus vulgaris,虎斑地鸫 Zoothera aurea,0.1543033499620919,0.19043026382552408,False
松鼠 Sciurus vulgaris,豹猫 Prionailurus bengalensis,-0.07503224734841289,0.5243399939553677,False
松鼠 Sciurus vulgaris,貉 Nyctereutes procyonoides,0.17541160386140583,0.1366410048074831,False
松鼠 Sciurus vulgaris,野猪 Sus scrofa,0.11681633206491382,0.3215784368082779,False
松鼠 Sciurus vulgaris,长尾林鸮 Strix uralensis,0.20535714285714285,0.08141869434048332,False
松鼠 Sciurus vulgaris,马鹿 Cervus elaphus,0.05484084971070818,0.6416879650818696,False
松鼠 Sciurus vulgaris,黄喉貂 Martes flavigula,-0.0796111732250504,0.499343413309697,False
松鼠 Sciurus vulgaris,黄鼬 Mustela sibirica,0.0668153104781061,0.5707503880581739,False
松鼠 Sciurus vulgaris,黑熊 Ursus thibetanus,0.2694977766525139,0.022209574686315348,True
棕熊 Ursus arctos,灰背鸫 Turdus hortulorum,0.10175691177019659,0.38789777782439494,False
棕熊 Ursus arctos,狍 Capreolus pygargus,0.0,1.0,False
棕熊 Ursus arctos,白眉地鸫 Geokichla sibirica,0.13431674809312508,0.2544048888033634,False
棕熊 Ursus arctos,白腹鸫 Turdus pallidus,0.0805633830834364,0.49422590625285345,False
棕熊 Ursus arctos,紫貂 Martes zibellina,0.15188831775961306,0.19746237044050075,False
棕熊 Ursus arctos,花尾榛鸡 Tetrastes bonasia,0.18920385885303678,0.10839525270268358,False
棕熊 Ursus arctos,虎斑地鸫 Zoothera aurea,0.06254072988376248,0.5956435345881892,False
棕熊 Ursus arctos,野猪 Sus scrofa,0.12823107147006824,0.2765612389490767,False
棕熊 Ursus arctos,长尾林鸮 Strix uralensis,0.009650244130138862,0.9347381334010685,False
棕熊 Ursus arctos,马鹿 Cervus elaphus,0.15188831775961306,0.19746237044050075,False
棕熊 Ursus arctos,黄喉貂 Martes flavigula,-0.06561002375706683,0.5777190831085348,False
棕熊 Ursus arctos,黄鼬 Mustela sibirica,0.036107907233705945,0.7593109547971726,False
棕熊 Ursus arctos,黑熊 Ursus thibetanus,0.17543034074745328,0.13659910734875602,False
沼泽山雀 Poecile palustris,狍 Capreolus pygargus,0.0,1.0,False
沼泽山雀 Poecile palustris,紫貂 Martes zibellina,0.005605518546712105,0.9620634028971643,False
沼泽山雀 Poecile palustris,花尾榛鸡 Tetrastes bonasia,0.21240826440822067,0.07149131726657643,False
沼泽山雀 Poecile palustris,野猪 Sus scrofa,0.07462686567164178,0.5265834880579104,False
沼泽山雀 Poecile palustris,马鹿 Cervus elaphus,0.005605518546712105,0.9620634028971643,False
沼泽山雀 Poecile palustris,黄喉貂 Martes flavigula,0.18716019060663913,0.11226217298398766,False
沼泽山雀 Poecile palustris,黄鼬 Mustela sibirica,0.05463583647081531,0.6429340350681252,False
灰头绿啄木鸟 Picus canus,狍 Capreolus pygargus,0.0,1.0,False
灰头绿啄木鸟 Picus canus,紫貂 Martes zibellina,-0.1289269265743784,0.2739632022710121,False
灰头绿啄木鸟 Picus canus,红胁蓝尾鸲 Tarsiger cyanurus,0.5701492537313433,1.3123341090492957e-06,True
灰头绿啄木鸟 Picus canus,花尾榛鸡 Tetrastes bonasia,0.3232299675777271,0.006093684406574984,True
灰头绿啄木鸟 Picus canus,虎斑地鸫 Zoothera aurea,0.22080810425677913,0.06098297192582158,False
灰头绿啄木鸟 Picus canus,野猪 Sus scrofa,0.07462686567164178,0.5265834880579104,False
灰头绿啄木鸟 Picus canus,黄喉貂 Martes flavigula,0.06998163648769985,0.5526366067432471,False
灰头绿啄木鸟 Picus canus,黄鼬 Mustela sibirica,0.16390750941244592,0.16428567766169644,False
灰头绿啄木鸟 Picus canus,黑熊 Ursus thibetanus,0.18531297995369944,0.1158502177270535,False
灰背鸫 Turdus hortulorum,狍 Capreolus pygargus,0.0,1.0,False
灰背鸫 Turdus hortulorum,白眉地鸫 Geokichla sibirica,0.08399480279663368,0.4760193253274151,False
灰背鸫 Turdus hortulorum,白腹鸫 Turdus pallidus,0.38876652634170233,0.0009710135954773547,True
灰背鸫 Turdus hortulorum,紫貂 Martes zibellina,0.027725218488136732,0.814009826345129,False
灰背鸫 Turdus hortulorum,花尾榛鸡 Tetrastes bonasia,0.11093118163900274,0.3465602162666038,False
灰背鸫 Turdus hortulorum,虎斑地鸫 Zoothera aurea,0.11144179967299828,0.34434497686429477,False
灰背鸫 Turdus hortulorum,野猪 Sus scrofa,0.11600561902643293,0.3249482118422852,False
灰背鸫 Turdus hortulorum,马鹿 Cervus elaphus,0.027725218488136732,0.814009826345129,False
灰背鸫 Turdus hortulorum,黄喉貂 Martes flavigula,0.12534392206389902,0.2875197103071556,False
灰背鸫 Turdus hortulorum,黄鼬 Mustela sibirica,-0.11581371547232744,0.32574922133019624,False
灰背鸫 Turdus hortulorum,黑熊 Ursus thibetanus,0.15217163776918752,0.19662769179718487,False
狍 Capreolus pygargus,环颈雉 Phasianus colchicus,0.0,1.0,False
狍 Capreolus pygargus,白眉地鸫 Geokichla sibirica,0.0,1.0,False
狍 Capreolus pygargus,白背啄木鸟 Dendrocopos leucotos,0.0,1.0,False
狍 Capreolus pygargus,白腹鸫 Turdus pallidus,0.0,1.0,False
狍 Capreolus pygargus,紫貂 Martes zibellina,0.0,1.0,False
狍 Capreolus pygargus,红胁蓝尾鸲 Tarsiger cyanurus,0.0,1.0,False
狍 Capreolus pygargus,花尾榛鸡 Tetrastes bonasia,0.0,1.0,False
狍 Capreolus pygargus,苍鹰 Accipiter gentilis,0.0,1.0,False
狍 Capreolus pygargus,虎斑地鸫 Zoothera aurea,0.0,1.0,False
狍 Capreolus pygargus,豹猫 Prionailurus bengalensis,0.0,1.0,False
狍 Capreolus pygargus,貉 Nyctereutes procyonoides,0.0,1.0,False
狍 Capreolus pygargus,野猪 Sus scrofa,0.0,1.0,False
狍 Capreolus pygargus,长尾林鸮 Strix uralensis,0.0,1.0,False
狍 Capreolus pygargus,马鹿 Cervus elaphus,0.0,1.0,False
狍 Capreolus pygargus,鸳鸯 Aix galericulata,0.0,1.0,False
狍 Capreolus pygargus,黄喉貂 Martes flavigula,0.0,1.0,False
狍 Capreolus pygargus,黄鼬 Mustela sibirica,0.0,1.0,False
狍 Capreolus pygargus,黑熊 Ursus thibetanus,0.0,1.0,False
环颈雉 Phasianus colchicus,白眉地鸫 Geokichla sibirica,-0.05529390403315319,0.6389378823209599,False
环颈雉 Phasianus colchicus,白腹鸫 Turdus pallidus,-0.05510828753190327,0.6400639946409579,False
环颈雉 Phasianus colchicus,紫貂 Martes zibellina,-0.08082830484657252,0.49280712905465673,False
环颈雉 Phasianus colchicus,花尾榛鸡 Tetrastes bonasia,0.0053266142003670315,0.963949631655427,False
环颈雉 Phasianus colchicus,苍鹰 Accipiter gentilis,0.008515733165208388,0.9423962764615478,False
环颈雉 Phasianus colchicus,虎斑地鸫 Zoothera aurea,0.018193851153474074,0.8773101646176406,False
环颈雉 Phasianus colchicus,豹猫 Prionailurus bengalensis,0.103952539582328,0.3777408209221804,False
环颈雉 Phasianus colchicus,野猪 Sus scrofa,0.039599590711525016,0.7368605584258604,False
环颈雉 Phasianus colchicus,长尾林鸮 Strix uralensis,0.05895481581554712,0.6169003226740972,False
环颈雉 Phasianus colchicus,马鹿 Cervus elaphus,-0.0032331321938629007,0.9781135513486423,False
环颈雉 Phasianus colchicus,黄喉貂 Martes flavigula,0.1398651692194054,0.23530836715589476,False
环颈雉 Phasianus colchicus,黄鼬 Mustela sibirica,0.09453802374948816,0.4224478419544786,False
环颈雉 Phasianus colchicus,黑熊 Ursus thibetanus,-0.17621449070911874,0.13485454768642402,False
白眉地鸫 Geokichla sibirica,白腹鸫 Turdus pallidus,0.2835701003126249,0.01612066884939345,True
白眉地鸫 Geokichla sibirica,紫貂 Martes zibellina,-0.0072009563505092385,0.9512778642285987,False
白眉地鸫 Geokichla sibirica,花尾榛鸡 Tetrastes bonasia,0.2965909994776427,0.011847373877059031,True
白眉地鸫 Geokichla sibirica,虎斑地鸫 Zoothera aurea,0.28365431446558775,0.016089161747640746,True
白眉地鸫 Geokichla sibirica,野猪 Sus scrofa,-0.0038346839658001653,0.9740427154448601,False
白眉地鸫 Geokichla sibirica,长尾林鸮 Strix uralensis,-0.009379030918551612,0.9365683465941906,False
白眉地鸫 Geokichla sibirica,马鹿 Cervus elaphus,0.07921051985560162,0.5015050460433695,False
白眉地鸫 Geokichla sibirica,黄喉貂 Martes flavigula,-0.039723144853443526,0.7360701164477684,False
白眉地鸫 Geokichla sibirica,黄鼬 Mustela sibirica,0.21055872190307892,0.07399407486076415,False
白眉地鸫 Geokichla sibirica,黑熊 Ursus thibetanus,-0.08364150769205121,0.47787671583081004,False
白背啄木鸟 Dendrocopos leucotos,白腹鸫 Turdus pallidus,0.1746172398743312,0.13842641602893746,False
白背啄木鸟 Dendrocopos leucotos,紫貂 Martes zibellina,0.005605518546712105,0.9620634028971643,False
白背啄木鸟 Dendrocopos leucotos,花尾榛鸡 Tetrastes bonasia,0.21240826440822067,0.07149131726657643,False
白背啄木鸟 Dendrocopos leucotos,野猪 Sus scrofa,-0.14029850746268657,0.23386080615150007,False
白背啄木鸟 Dendrocopos leucotos,黄喉貂 Martes flavigula,0.06998163648769985,0.5526366067432471,False
白背啄木鸟 Dendrocopos leucotos,黑熊 Ursus thibetanus,0.18531297995369944,0.1158502177270535,False
白腹鸫 Turdus pallidus,紫貂 Martes zibellina,0.11755076272905172,0.31854550245009494,False
白腹鸫 Turdus pallidus,花尾榛鸡 Tetrastes bonasia,0.3567530340063379,0.002468715225802387,True
白腹鸫 Turdus pallidus,苍鹰 Accipiter gentilis,-0.030263262529593594,0.7973391161627201,False
白腹鸫 Turdus pallidus,虎斑地鸫 Zoothera aurea,0.24370871833797697,0.03864594304240909,True
白腹鸫 Turdus pallidus,豹猫 Prionailurus bengalensis,-0.09734495980881153,0.4088044467214508,False
白腹鸫 Turdus pallidus,貉 Nyctereutes procyonoides,0.1894099360543788,0.10801124710901533,False
白腹鸫 Turdus pallidus,野猪 Sus scrofa,0.18120656968090973,0.12414920463408707,False
白腹鸫 Turdus pallidus,长尾林鸮 Strix uralensis,0.008058229640253803,0.9454860510093598,False
白腹鸫 Turdus pallidus,马鹿 Cervus elaphus,-0.030934411244487297,0.7929458650985228,False
白腹鸫 Turdus pallidus,黄喉貂 Martes flavigula,0.13112773366491715,0.26585632149192806,False
白腹鸫 Turdus pallidus,黄鼬 Mustela sibirica,-0.18090680674665816,0.12477273604372219,False
白腹鸫 Turdus pallidus,黑熊 Ursus thibetanus,0.17136489777506245,0.1459243009660871,False
紫貂 Martes zibellina,红胁蓝尾鸲 Tarsiger cyanurus,-0.1289269265743784,0.2739632022710121,False
紫貂 Martes zibellina,花尾榛鸡 Tetrastes bonasia,0.086710996952412,0.4618723810929033,False
紫貂 Martes zibellina,苍鹰 Accipiter gentilis,0.027725218488136732,0.814009826345129,False
紫貂 Martes zibellina,虎斑地鸫 Zoothera aurea,0.1382147381437882,0.24087965092864738,False
紫貂 Martes zibellina,豹猫 Prionailurus bengalensis,-0.0072009563505092385,0.9512778642285987,False
紫貂 Martes zibellina,貉 Nyctereutes procyonoides,-0.06252818913170463,0.5957172893162241,False
紫貂 Martes zibellina,野猪 Sus scrofa,-0.14013796366780262,0.23439636296609423,False
紫貂 Martes zibellina,长尾林鸮 Strix uralensis,-0.13710212427677046,0.24468748586592992,False
紫貂 Martes zibellina,马鹿 Cervus elaphus,0.15789473684210525,0.18031646680979552,False
紫貂 Martes zibellina,黄喉貂 Martes flavigula,-0.058067060335504316,0.6222137332156791,False
紫貂 Martes zibellina,黄鼬 Mustela sibirica,0.03419927840283847,0.7716705035436164,False
紫貂 Martes zibellina,黑熊 Ursus thibetanus,0.17869743453458892,0.1294440138939601,False
红胁蓝尾鸲 Tarsiger cyanurus,花尾榛鸡 Tetrastes bonasia,0.3232299675777271,0.006093684406574984,True
红胁蓝尾鸲 Tarsiger cyanurus,虎斑地鸫 Zoothera aurea,0.22080810425677913,0.06098297192582158,False
红胁蓝尾鸲 Tarsiger cyanurus,野猪 Sus scrofa,0.07462686567164178,0.5265834880579104,False
红胁蓝尾鸲 Tarsiger cyanurus,马鹿 Cervus elaphus,-0.1289269265743784,0.2739632022710121,False
红胁蓝尾鸲 Tarsiger cyanurus,黄喉貂 Martes flavigula,0.06998163648769985,0.5526366067432471,False
红胁蓝尾鸲 Tarsiger cyanurus,黄鼬 Mustela sibirica,0.05463583647081531,0.6429340350681252,False
红胁蓝尾鸲 Tarsiger cyanurus,黑熊 Ursus thibetanus,0.18531297995369944,0.1158502177270535,False
花尾榛鸡 Tetrastes bonasia,虎斑地鸫 Zoothera aurea,0.35783002674779546,0.0023951010516096716,True
花尾榛鸡 Tetrastes bonasia,豹猫 Prionailurus bengalensis,0.01186363997910571,0.9198153456100803,False
花尾榛鸡 Tetrastes bonasia,貉 Nyctereutes procyonoides,0.007924288517503273,0.9463907868445253,False
花尾榛鸡 Tetrastes bonasia,野猪 Sus scrofa,0.23087854826980508,0.05010465451416268,False
花尾榛鸡 Tetrastes bonasia,长尾林鸮 Strix uralensis,0.022587697572631283,0.8480062142193098,False
花尾榛鸡 Tetrastes bonasia,马鹿 Cervus elaphus,0.0173421993904824,0.8830109087611402,False
花尾榛鸡 Tetrastes bonasia,黄喉貂 Martes flavigula,0.03524536884251207,0.7648890226298742,False
花尾榛鸡 Tetrastes bonasia,黄鼬 Mustela sibirica,0.1690308509457033,0.1514939924042159,False
花尾榛鸡 Tetrastes bonasia,黑熊 Ursus thibetanus,0.4493559483386449,0.00013733921232428337,True
苍鹰 Accipiter gentilis,貉 Nyctereutes procyonoides,0.2515636236161335,0.032794667887575235,True
苍鹰 Accipiter gentilis,野猪 Sus scrofa,-0.03585628224453381,0.7609369442027432,False
苍鹰 Accipiter gentilis,马鹿 Cervus elaphus,-0.06733267347118921,0.5677714422179649,False
苍鹰 Accipiter gentilis,黄喉貂 Martes flavigula,0.042547936847378565,0.7180761115957053,False
苍鹰 Accipiter gentilis,黄鼬 Mustela sibirica,0.038604571824109146,0.7432363132296949,False
虎斑地鸫 Zoothera aurea,豹猫 Prionailurus bengalensis,0.04052204492365539,0.7309658998085937,False
虎斑地鸫 Zoothera aurea,野猪 Sus scrofa,0.15772007446912795,0.18079891918445123,False
虎斑地鸫 Zoothera aurea,长尾林鸮 Strix uralensis,0.07715167498104596,0.5126907602619235,False
虎斑地鸫 Zoothera aurea,马鹿 Cervus elaphus,0.1382147381437882,0.24087965092864738,False
虎斑地鸫 Zoothera aurea,黄喉貂 Martes flavigula,0.1203858530857692,0.30701389803382517,False
虎斑地鸫 Zoothera aurea,黄鼬 Mustela sibirica,0.06415002990995841,0.58621368107314,False
虎斑地鸫 Zoothera aurea,黑熊 Ursus thibetanus,0.05292561240249632,0.6533676621999002,False
豹猫 Prionailurus bengalensis,貉 Nyctereutes procyonoides,0.43104000429527944,0.00025469151105728116,True
豹猫 Prionailurus bengalensis,野猪 Sus scrofa,0.13421393880300578,0.2547686286364492,False
豹猫 Prionailurus bengalensis,长尾林鸮 Strix uralensis,-0.009379030918551612,0.9365683465941906,False
豹猫 Prionailurus bengalensis,马鹿 Cervus elaphus,0.07921051985560162,0.5015050460433695,False
豹猫 Prionailurus bengalensis,黄喉貂 Martes flavigula,0.03554176118466,0.7629708501775656,False
豹猫 Prionailurus bengalensis,黄鼬 Mustela sibirica,0.0,1.0,False
豹猫 Prionailurus bengalensis,黑熊 Ursus thibetanus,-0.08364150769205121,0.47787671583081004,False
貉 Nyctereutes procyonoides,野猪 Sus scrofa,0.08964786322061984,0.4468438358752974,False
貉 Nyctereutes procyonoides,马鹿 Cervus elaphus,-0.06252818913170463,0.5957172893162241,False
貉 Nyctereutes procyonoides,黄喉貂 Martes flavigula,0.02374003008718031,0.8403538877615492,False
貉 Nyctereutes procyonoides,黄鼬 Mustela sibirica,-0.046880723093849545,0.690780472780112,False
貉 Nyctereutes procyonoides,黑熊 Ursus thibetanus,0.09884362331937355,0.40162872235385483,False
野猪 Sus scrofa,长尾林鸮 Strix uralensis,0.014602041508114227,0.9013925282534971,False
野猪 Sus scrofa,马鹿 Cervus elaphus,0.2634593716954689,0.02538277767460706,True
野猪 Sus scrofa,黄喉貂 Martes flavigula,0.047196917631239434,0.6888036549364563,False
野猪 Sus scrofa,黄鼬 Mustela sibirica,0.16390750941244592,0.16428567766169644,False
野猪 Sus scrofa,黑熊 Ursus thibetanus,0.17529606211836435,0.13689958628272503,False
长尾林鸮 Strix uralensis,马鹿 Cervus elaphus,0.02742042485535409,0.8160176506900918,False
长尾林鸮 Strix uralensis,黄喉貂 Martes flavigula,-0.06368893858004032,0.5889084080633791,False
长尾林鸮 Strix uralensis,黄鼬 Mustela sibirica,0.0,1.0,False
长尾林鸮 Strix uralensis,黑熊 Ursus thibetanus,-0.12249898938750632,0.29860089610270746,False
马鹿 Cervus elaphus,黄喉貂 Martes flavigula,-0.13141492602245713,0.2648107319507017,False
马鹿 Cervus elaphus,黄鼬 Mustela sibirica,0.10259783520851541,0.38398816339805664,False
马鹿 Cervus elaphus,黑熊 Ursus thibetanus,0.1034564094673936,0.3800214657740536,False
黄喉貂 Martes flavigula,黄鼬 Mustela sibirica,-0.0893633203101749,0.4482876168658806,False
黄喉貂 Martes flavigula,黑熊 Ursus thibetanus,-0.08464986213171422,0.47258595489537425,False
黄鼬 Mustela sibirica,黑熊 Ursus thibetanus,0.03055661656760704,0.7954180604830265,False
